gene_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NR_036257|MIR500B,0,0,0,0,0,0,0,0,0,0,0,0
NM_005229|ELK1,1634,1056,1937,1560,2226,654,2571,1733,2571,843,2006,1987
NR_045861|ARMCX4,23,30,4,0,14,0,28,21,28,1,10,37
NM_000397|CYBB,7390,6791,9662,2792,6290,3642,7353,5148,7353,4856,5145,4817
NR_030231|MIR513A1,0,0,0,0,0,0,0,0,0,0,0,0
NM_175698|SSX2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303613|PAGE3,0,0,0,0,0,0,0,0,0,0,0,0
NR_033714|VAMP7,90,87,100,69,0,93,227,129,227,159,131,171
NM_001170570|CXorf56,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256186|SNX12,146,1962,35,1113,0,0,0,1,0,0,0,0
NM_015075|IQSEC2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001122606|LAMP2,0,0,0,0,0,0,0,0,0,0,5,0
NM_001109879|TBX22,0,0,0,0,0,0,0,0,0,0,0,0
NR_029513|MIR98,0,0,0,0,0,0,0,0,0,0,1,0
NM_001142429|MORF4L2,140,539,447,446,235,101,369,303,369,0,0,311
NM_033289|MID1,0,0,0,0,0,0,0,0,0,0,0,0
NR_024616|INE1,58,70,66,16,31,26,67,16,67,39,67,32
NM_033380|COL4A5,106,0,5,0,0,0,5,0,5,0,18,29
NM_001171110|FAM133A,0,0,0,0,0,0,0,0,0,0,0,0
NM_001135740|PNCK,0,0,0,0,0,0,0,0,0,0,0,0
NR_046586|DLG3-AS1,1,1,5,0,2,0,0,0,0,0,4,2
NM_001013845|CXorf40B,1466,1318,1543,1089,1116,410,1978,1172,1978,809,839,1272
NM_017776|KRBOX4,63,254,170,0,152,65,173,99,173,89,150,243
NM_001184808|CD99L2,0,0,2,0,0,0,0,0,0,0,0,0
NM_001303277|ITGB1BP2,3,19,0,7,0,0,0,0,0,0,32,0
NR_028597|SRD5A1P1,16,24,15,18,15,4,20,17,20,19,29,17
NR_037444|MIR3672,0,0,0,0,0,0,0,0,0,0,0,0
NM_001939|DRP2,42,54,29,17,26,24,30,16,30,6,34,28
NM_205849|FAM9B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033583|ACOT9,282,299,532,303,533,144,903,302,903,118,433,383
NM_001145255|IKBKG,11,0,14,0,3,0,7,0,7,0,3,8
NR_030240|MIR514A3,0,0,0,0,0,0,0,0,0,0,0,0
NM_020717|SHROOM4,7,0,0,0,0,0,0,3,0,3,0,0
NM_015691|WWC3,1698,4781,7324,1618,2063,1791,1632,2498,1632,2006,264,1071
NM_001282186|CYSLTR1,67,139,91,74,0,32,45,63,45,63,0,79
NM_001281736|ENOX2,319,153,334,0,0,0,137,0,137,0,0,263
NM_001037343|CDKL5,0,0,0,0,0,0,0,0,0,0,0,0
NM_030801|MAGED4B,1,0,0,0,0,0,0,0,0,0,0,0
NM_001012288|CRLF2,0,0,0,0,0,0,2,0,2,0,0,0
NM_013239|PPP2R3B,407,287,373,507,298,138,561,96,561,178,157,434
NM_006089|SCML2,13,20,12,16,6,12,17,16,17,3,57,4
NM_001170574|FAM46D,0,0,0,0,0,0,0,0,0,0,0,0
NR_002191|PPP1R2P9,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171991|HCCS,77,0,110,0,57,65,154,0,154,60,0,97
NM_016608|ARMCX1,192,179,17,103,169,14,396,95,396,58,111,259
NR_029636|MIR222,3,1,0,1,0,0,0,0,0,0,0,1
NM_001007|RPS4X,83100,79547,193179,114738,56917,60288,79594,76149,79594,84783,74440,119127
NR_030238|MIR514A1,0,0,0,0,0,0,0,0,0,0,0,0
NR_110659|PABPC5-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042506|PABPC1L2B,0,0,0,0,0,0,0,0,0,0,0,0
NM_006743|RBM3,19830,31985,20401,14994,13143,6150,20102,18754,20102,12423,17655,20371
NM_001012968|SPIN4,971,1231,1184,613,822,467,999,804,999,710,851,1070
NM_153183|NUDT10,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166422|HDAC8,34,69,108,38,33,13,83,38,83,31,76,23
NM_001080143|CT47A4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001305842|TCEAL4,20,24,26,41,27,0,42,1,42,27,42,1
NM_001242614|CD99L2,0,0,1,0,0,0,1,1,1,0,1,0
NM_001282188|CYSLTR1,0,0,0,0,0,1,0,0,0,0,0,0
NM_181313|TAZ,204,180,132,207,324,122,274,96,274,68,116,155
NM_033642|FGF13,0,0,0,0,0,0,0,0,0,0,0,0
NM_016383|LUZP4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163279|TENM1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001118886|GLRA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178032|ZC4H2,0,1,4,0,0,0,0,0,0,0,0,0
NM_017698|TMEM164,444,165,199,0,292,0,205,0,205,0,249,465
NM_001204468|RBM10,1047,719,660,338,582,318,1439,801,1439,471,625,702
NM_024087|ASB9,0,39,0,0,64,0,132,0,132,89,6,0
NM_021992|TMSB15A,0,0,6,0,4,0,12,3,12,9,7,0
NR_033349|RAI2,0,0,0,0,0,0,0,0,0,0,0,0
NR_110022|DKC1,10,304,16,4,9,162,1655,157,1655,76,134,928
NR_033181|SYAP1,148,494,844,318,391,152,513,333,513,379,383,336
NM_024122|APOO,619,761,823,652,839,280,1401,756,1401,446,656,604
NR_038428|LINC01546,0,0,0,0,0,0,0,0,0,0,0,0
NM_022053|NXF2,0,0,0,0,0,0,0,0,0,0,0,0
NR_126557|LINC01402,0,0,0,0,0,0,0,0,0,0,0,0
NR_046691|HS6ST2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_004729|ZBED1,0,1172,1180,1699,1731,0,1766,1781,1766,857,1265,1441
NM_205856|SPACA5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145410|NONO,0,0,823,0,0,0,0,0,0,0,0,0
NM_001159701|FHL1,0,0,0,0,0,0,0,0,0,1,0,0
NM_001184727|GPRASP1,42,220,73,23,0,17,0,46,0,40,0,162
NM_003828|MTMR1,9,2,54,1,4,48,5,7,5,1,3,3
NR_028477|RBMX,865,593,524,599,614,0,1029,6,1029,773,476,3
NR_132647|AIFM1,72,41,44,25,224,28,112,73,112,9,46,58
NM_001166462|MPP1,0,0,4,0,1,0,4,1,4,155,129,0
NR_031757|MIR718,0,0,0,0,0,0,0,0,0,0,0,0
NR_037859|PIR-FIGF,10,1,0,0,5,2,7,8,7,7,7,6
NM_001000|RPL39,11960,12218,17454,10791,10452,8061,14452,12646,14452,9475,11065,12554
NM_182314|ENOX2,267,369,0,461,4,309,195,0,195,274,289,154
NR_110405|MIR325HG,0,0,0,0,0,0,0,0,0,0,0,0
NR_104396|TAF1,3,0,0,0,0,0,0,0,0,0,0,0
NM_001005610|EDA,0,0,0,0,0,0,0,0,0,0,0,0
NR_132964|SNORA109,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166550|IDS,6198,5734,767,216,356,279,958,874,958,3671,707,883
NM_001282302|TMEM185A,35,51,32,32,11,12,93,32,93,38,51,41
NM_007157|ZXDB,759,856,794,434,589,330,586,598,586,398,822,714
NM_004726|REPS2,23,10,12,19,18,8,22,22,22,3,13,12
NM_013427|ARHGAP6,489,758,502,518,587,302,705,383,705,545,481,605
NR_030235|MIR508,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282174|MSL3,0,81,350,146,232,0,186,0,186,129,312,112
NR_030722|FAM104B,15,21,15,16,15,9,40,34,40,16,13,27
NR_029484|MIRLET7F2,0,0,0,0,0,0,0,0,0,0,0,0
NR_024499|FMR1-AS1,6,4,7,0,4,0,3,1,3,0,7,4
NM_003446|ZNF157,3,3,5,0,3,5,3,7,3,0,3,9
NM_001282650|SLC35A2,13,176,2,0,4,2,1,0,1,0,0,0
NM_001184819|GNL3L,3981,2998,3336,4065,3879,1076,2607,2014,2607,1212,1852,1982
NM_003413|ZIC3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001305004|PLP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_005362|MAGEA3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170628|AFF2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204527|SSR4,0,0,0,655,186,0,8,102,8,0,7,275
NM_001185063|ZNF75D,24,56,0,4,0,0,0,0,0,0,0,19
NM_001042452|STK26,1571,3763,2938,59,0,1754,68,65,68,74,63,94
NM_001178113|ZNF185,235,0,0,0,0,105,0,0,0,0,0,0
NM_130388|ASB12,0,2,0,2,8,0,4,5,4,7,0,0
NM_014728|FRMPD4,0,0,0,0,2,0,0,0,0,0,0,0
NM_002049|GATA1,3,0,0,0,0,0,4,0,4,0,0,0
NM_001099856|IKBKG,0,0,0,29,0,0,171,0,171,0,0,141
NM_001243197|IQSEC2,3,26,5,3,0,0,6,0,6,0,0,0
NM_001171907|CXorf40A,354,371,637,318,390,138,587,294,587,313,418,369
NR_031690|MIR548I4,0,0,0,0,0,0,0,0,0,0,0,0
NM_021140|KDM6A,472,603,1063,215,384,421,1075,794,1075,365,529,539
NM_001164803|RBMX,2206,3224,2629,1741,2607,903,3001,2527,3001,1846,2196,1698
NM_000206|IL2RG,19105,17105,18210,12830,11109,8613,17162,11904,17162,8986,15121,15690
NM_001024452|GLRA4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178095|ZFX,0,0,0,0,2,0,11,0,11,0,0,2
NM_032803|SLC7A3,0,0,0,0,0,0,0,0,0,0,0,0
NM_024778|LONRF3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098800|MAGED4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042453|STK26,308,463,0,246,353,0,386,337,386,152,173,467
NM_033085|FATE1,0,0,0,0,0,0,0,0,0,0,0,0
NM_019067|GNL3L,1004,746,1316,807,1137,1001,1091,368,1091,997,874,462
NM_001080137|CT47A10,0,0,0,0,0,0,0,0,0,0,0,0
NM_004023|DMD,0,0,0,0,0,0,0,0,0,0,0,0
NM_018977|NLGN3,0,0,20,0,0,0,0,0,0,0,0,0
NM_017602|OTUD5,476,636,693,284,537,131,401,255,401,121,342,868
NM_177556|TRO,108,10,47,0,0,0,0,139,0,0,0,0
NM_006307|SRPX,3,0,13,8,16,0,24,3,24,3,17,4
NR_029637|MIR223,3,4,15,1,1,1,2,4,2,3,1,5
NM_001079860|ADGRG2,0,0,0,0,0,0,0,0,0,0,0,0
NR_031733|MIR1912,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184835|ADGRG2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001251828|MAGEA10,0,0,0,0,0,0,0,0,0,0,0,0
NM_000808|GABRA3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001135998|NDUFB11,2235,2064,3308,2170,2052,1105,2877,2180,2877,1412,2430,2749
NR_106737|MIR6089,0,0,0,0,0,0,0,0,0,0,0,1
NM_001127199|GAGE12D,0,0,0,0,0,0,0,0,0,0,0,0
NM_015507|EGFL6,0,0,0,0,0,0,50,0,50,0,0,29
NM_001242489|FAM156A,0,0,0,17,0,0,0,0,0,0,3,1
NM_006667|PGRMC1,1764,2138,2112,1466,2089,876,2400,2240,2400,1516,2001,1936
NM_001127212|GAGE2A,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242492|FAM156A,0,1,0,6,0,0,0,1,0,0,1,0
NM_001282338|PLS3,0,0,0,0,0,0,1,0,1,0,0,2
NM_001004051|GPRASP2,0,0,0,0,0,0,0,0,0,0,0,0
NM_207422|FLJ44635,134,263,319,104,0,104,241,350,241,197,304,357
NM_001017435|CT45A3,0,0,0,0,0,0,0,0,0,0,0,0
NM_032539|SLITRK2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142527|BHLHB9,0,0,0,0,0,0,0,0,0,0,22,0
NM_001130860|HEPH,10,149,156,76,196,7,413,0,413,53,0,10
NM_016607|ARMCX3,1685,951,1225,1234,1144,441,1255,1360,1255,841,1634,1409
NM_001011657|ZMAT1,0,0,0,0,0,0,0,0,0,0,0,0
NM_000330|RS1,0,0,2,0,2,0,2,0,2,0,5,8
NM_138289|ACTRT1,0,0,0,0,0,0,0,0,0,0,0,0
NM_022368|PJA1,0,0,0,0,0,0,0,18,0,0,0,0
NM_001010888|ZC3H12B,56,97,55,38,51,14,110,48,110,40,42,62
NM_001168480|ARMCX5,23,14,0,8,138,8,46,11,46,1,2,6
NM_001111125|IQSEC2,7,37,11,8,0,0,17,0,17,0,0,0
NM_001145409|NONO,2852,3256,4926,3101,1697,972,2972,3563,2972,2227,1317,2607
NM_001003811|TEX11,0,0,0,0,0,0,0,0,0,0,0,0
NR_104084|RNU6-7,0,0,0,0,0,0,0,0,0,0,0,0
NM_000132|F8,20,17,22,9,19,23,51,15,51,25,2,7
NM_152581|MOSPD2,950,1031,462,349,601,288,1178,703,1178,508,818,769
NM_001171039|ASMT,22,24,0,0,0,0,0,35,0,0,0,0
NM_007325|GRIA3,72,20,5,0,5,17,0,0,0,2,9,3
NM_014563|TRAPPC2,66,43,158,37,25,42,36,19,36,30,35,32
NM_138780|SYTL5,0,0,0,0,0,0,0,0,0,0,0,0
NM_024863|TCEAL4,74,117,116,149,113,1,214,1,214,79,105,1
NR_103715|LINC00269,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287345|BTK,0,11,3,2,0,0,1,10,1,2,0,11
NR_027139|SPIN3,116,205,173,97,138,56,201,44,201,87,141,114
NM_001136273|ZFP92,24,31,27,13,31,4,17,43,17,36,37,29
NM_005120|MED12,6078,4638,5031,2189,2837,2139,5072,2556,5072,2932,2998,3636
NM_001145346|RBMXL3,0,0,0,0,0,0,0,0,0,0,0,0
NM_005462|MAGEC1,0,0,0,0,0,0,0,0,0,0,0,0
NM_004979|KCND1,160,139,128,55,67,66,79,70,79,40,69,85
NM_003688|CASK,123,174,73,365,152,3,160,74,160,205,693,44
NM_017848|FAM120C,341,14,491,0,367,218,412,0,412,238,18,7
NM_001031745|RIBC1,13,12,14,8,2,6,10,8,10,0,9,19
NM_198511|LANCL3,0,4,5,0,0,0,0,0,0,0,0,0
NM_001474|GAGE4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291417|KDM6A,0,128,98,99,0,0,0,0,0,129,167,153
NM_207318|FAM199X,2691,3570,2447,1371,2066,1125,2944,2334,2944,1630,2723,2340
NM_001013736|FAM47C,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242494|FAM156A,0,0,0,0,0,0,0,234,0,0,0,0
NM_000328|RPGR,210,520,260,224,366,128,419,291,419,336,442,361
NM_001363|DKC1,6348,6562,8752,5168,6778,3038,1076,2389,1076,1651,5341,837
NM_181673|OGT,1882,2239,3896,824,1405,2116,2320,1450,2320,621,2131,1466
NM_001272063|MAGED4,0,0,1,2,0,0,0,0,0,2,0,0
NR_110402|MIR325HG,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139498|FGF13,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168467|MAP7D2,0,10,0,0,0,8,0,0,0,0,0,65
NR_028443|SLC25A5-AS1,97,87,115,74,109,29,193,111,193,56,79,72
NM_020473|PIGA,82,0,0,0,0,0,0,0,0,0,0,0
NR_003007|SCARNA23,0,0,0,0,0,0,0,0,0,0,0,2
NM_001129900|KRBOX4,232,154,115,157,121,37,183,119,183,92,109,155
NM_003173|SUV39H1,2088,1772,2591,1378,1299,909,1649,1360,1649,1215,1263,1513
NR_031748|MIR2114,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017438|CT45A6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039840|CHIC1,934,928,630,520,565,324,1046,575,1046,568,1052,539
NR_046642|PPEF1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NR_002969|SNORA36A,0,0,1,0,0,0,0,1,0,1,1,1
NM_001282195|SLC25A14,10,69,10,0,24,0,0,8,0,0,7,41
NM_001271186|RAP2C,1469,1138,713,0,0,563,0,1,0,925,40,4
NM_032926|TCEAL3,545,663,411,647,776,333,1127,685,1127,335,808,691
NM_017544|NKRF,2038,2070,2310,1072,1695,964,2219,1829,2219,1419,1921,1405
NM_001098790|MID1IP1,0,0,0,1,0,2,1629,0,1629,0,0,1897
NM_001080851|DMRTC1B,0,0,0,0,0,0,0,0,0,0,0,0
NR_045864|ARMCX4,2,0,0,0,3,0,7,0,7,0,0,2
NM_001303624|RPL10,4319,1528,33470,17899,6307,6742,3586,4640,3586,5774,22115,4487
NM_016542|STK26,3536,3052,2020,3693,5394,1162,8170,4983,8170,4158,3899,6785
NM_003399|XPNPEP2,101,35,45,79,39,14,123,23,123,57,20,86
NM_001097605|XAGE1E,0,0,0,0,0,0,0,0,0,0,0,0
NR_130469|MIR4536-2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001008222|ZDHHC9,67,82,135,4,23,105,50,21,50,55,16,12
NR_110404|MIR325HG,0,0,0,0,0,0,0,0,0,0,0,0
NR_109813|LINC00850,0,0,0,0,0,0,0,0,0,0,0,0
NR_106735|MIR6087,0,0,0,22,10,0,1,2,1,5,1,3
NM_203391|GK,195,98,78,0,131,78,146,96,146,0,91,105
NM_080612|GAB3,0,0,123,0,0,0,0,0,0,0,0,144
NM_001012755|SLC25A53,445,313,493,171,362,106,680,322,680,298,234,214
NM_001168649|CNKSR2,0,43,21,0,30,0,21,0,21,57,6,5
NM_001171706|RIPPLY1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303475|TBX22,0,0,0,0,0,0,0,0,0,0,0,0
NM_014599|MAGED2,1142,709,1245,256,1151,459,1031,859,1031,632,866,894
NR_039925|MIR4768,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009584|ARMCX6,57,0,0,0,0,31,0,0,0,0,41,0
NR_104645|LINC01204,0,0,0,0,0,0,0,0,0,0,0,0
NM_024528|NKAP,974,1318,949,1096,1264,416,1432,1328,1432,725,1308,1236
NM_001006640|TCEAL1,241,130,177,131,120,95,199,129,199,128,51,134
NM_031892|SH3KBP1,19331,18035,15144,6941,11085,5572,18541,13460,18541,9470,17749,17292
NM_001080146|CT47A1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204401|XIAP,823,1145,770,539,946,0,0,0,0,469,371,241
NM_001164741|ARHGAP4,933,542,395,11,491,15,1161,12,1161,148,437,864
NR_033835|PIGA,139,288,114,152,121,0,208,133,208,94,222,221
NM_001666|ARHGAP4,2905,2372,3604,3536,4603,1545,6023,3921,6023,1748,4315,4205
NM_145052|UPRT,659,879,720,390,799,341,556,738,556,360,890,821
NM_001257239|ALG13,18,0,2,0,14,0,17,5,17,0,1,0
NM_001184966|WDR44,5,0,0,2,0,0,2,0,2,0,0,0
NM_001032384|PQBP1,25,0,18,39,1,0,1,25,1,1,1,1
NM_001256944|CLCN4,0,0,0,0,0,12,130,0,130,13,0,0
NM_054021|GPR101,0,0,0,0,0,0,3,0,3,0,0,0
NM_001142447|ATP1B4,0,0,0,0,0,0,0,0,0,0,0,0
NR_024048|TAZ,119,139,113,104,67,50,304,103,304,107,28,198
NM_005840|SPRY3,76,39,38,17,27,12,52,16,52,22,36,28
NM_001257234|ALG13,0,0,0,0,0,0,0,212,0,0,0,0
NM_176786|IL9R,34,24,44,0,0,10,6,0,6,0,0,0
NM_001303514|PDZD4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037967|ALAS2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178110|ZNF185,14,0,0,0,0,0,0,0,0,0,0,0
NM_001306144|MTMR1,3435,3192,3572,1948,2485,1422,3601,2718,3601,2087,3065,2778
NM_006962|ZNF182,478,0,490,4,0,196,203,390,203,0,349,252
NM_031273|TEX13B,0,0,0,0,0,0,0,0,0,0,0,0
NM_030763|HMGN5,1153,1431,1394,671,1724,770,1195,1707,1195,1632,1548,1285
NR_029955|MIR448,0,0,0,0,0,0,0,0,0,0,0,0
NM_018301|RBM41,623,705,345,169,347,134,610,263,610,261,380,373
NR_110021|DKC1,13,143,393,431,14,116,1116,179,1116,1626,86,602
NM_014496|RPS6KA6,290,358,410,42,85,16,120,73,120,125,9,54
NM_004484|GPC3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170704|MBNL3,0,0,0,0,0,0,4,0,4,0,0,6
NM_032335|PHF6,77,72,43,19,36,40,68,43,68,45,86,42
NR_033380|CD99P1,48,79,42,25,38,5,52,12,52,17,41,23
NM_022076|DUSP21,0,0,0,0,0,0,0,0,0,0,0,0
NM_181762|UBE2A,66,136,255,77,103,100,709,194,709,65,168,158
NM_004794|RAB33A,1193,1321,1682,892,761,793,926,1111,926,594,1295,1281
NM_001312891|ZCCHC12,0,0,0,0,0,0,0,0,0,0,0,0
NR_110023|DKC1,396,586,285,6,585,6,1874,203,1874,2346,391,45
NM_001008535|AKAP14,0,0,0,0,0,0,0,0,0,0,0,0
NM_021049|MAGEA5,0,0,0,0,0,0,0,0,0,0,0,0
NM_007250|KLF8,989,518,498,151,449,418,785,411,785,281,229,510
NR_038461|LINC00892,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278701|SSX2B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178109|ZNF185,0,0,0,0,0,0,0,0,0,0,0,0
NR_104114|GAB3,196,0,0,0,0,40,0,0,0,0,0,3
NR_130770|LOC101928402,3,10,0,0,0,8,0,4,0,6,6,0
NR_027761|LOC100132831,2,2,1,2,0,1,3,1,3,2,1,4
NM_000390|CHM,1366,1512,1385,678,878,618,1491,1165,1491,945,1059,1762
NM_130775|XAGE5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173456|PDHA1,161,0,130,103,59,88,110,0,110,54,0,0
NM_001166448|HDAC8,37,56,47,40,33,0,0,0,0,2,18,36
NM_004595|SMS,6432,8815,7910,5701,5785,2771,8072,5715,8072,4583,5048,4865
NR_110396|LOC101928336,3,0,0,0,0,0,0,0,0,0,0,0
NM_001256185|SNX12,567,0,100,0,750,458,0,620,0,0,0,0
NR_039674|MIR548AJ2,0,0,0,0,0,0,0,0,0,0,0,0
NM_019045|WDR44,1433,1332,1086,695,1109,596,1250,1003,1250,633,1350,1046
NM_001184876|GPRASP2,11,0,2,0,0,0,0,3,0,0,0,6
NM_001005332|MAGED1,1631,1586,2080,650,673,0,1297,1237,1297,800,1212,729
NM_001307940|POF1B,0,0,3,0,0,0,0,0,0,0,6,0
NR_028407|ARMCX4,48,36,0,35,37,4,54,44,54,18,0,0
NM_001301228|HMGB3,814,632,975,474,464,165,522,790,522,263,499,273
NM_000351|STS,1841,3344,3639,876,1368,1315,1135,1404,1135,2289,1783,2978
NM_001142421|MORF4L2,305,223,420,159,363,140,242,530,242,192,458,213
NM_001291543|CT45A7,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271697|ABCB7,0,0,0,0,0,0,0,0,0,0,0,0
NM_001456|FLNA,27504,15634,9498,14754,20556,5947,36732,13410,36732,11221,18004,16491
NM_001168362|PCDH11X,0,0,0,0,0,0,0,0,0,0,0,0
NM_005391|PDK3,175,216,202,162,395,101,370,240,370,205,212,371
NM_001560|IL13RA1,122,224,163,78,77,257,63,45,63,77,54,156
NM_014008|CCDC22,1770,1365,2269,1222,1318,799,1751,1106,1751,884,1192,1650
NM_002547|OPHN1,9,4,0,0,3,0,3,3,3,0,3,3
NM_001569|IRAK1,5466,3481,7252,4120,4950,2633,6422,4970,6422,2765,7177,4047
NM_032946|NXF5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168531|ASB9,60,0,6,14,0,7,106,29,106,0,78,4
NM_001282628|ARSE,4,0,0,0,0,0,0,0,0,6,6,5
NR_002735|SNORD61,1,2,1,1,0,0,1,1,1,0,1,0
NM_001282504|MAGEA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_025184|EFHC2,0,39,0,0,4,0,6,0,6,16,0,0
NM_001164417|SSX2B,0,0,0,0,0,0,0,0,0,0,0,0
NM_007220|CA5B,254,345,348,178,164,129,199,206,199,189,230,203
NR_103709|ARL13A,0,3,0,0,0,0,0,2,0,1,8,0
NM_001142526|BHLHB9,0,0,52,0,0,0,0,105,0,28,0,0
NM_000054|AVPR2,0,0,0,0,0,0,0,0,0,0,0,0
NM_002637|PHKA1,195,76,112,24,59,78,126,30,126,70,57,78
NM_017669|ERCC6L,1236,1523,1060,609,1008,508,1326,1131,1326,940,1085,1030
NM_001032382|PQBP1,1866,993,2138,932,1226,661,1572,936,1572,995,1079,893
NM_001301231|HMGB3,0,0,0,0,0,0,0,0,0,0,0,0
NM_022825|PORCN,162,202,321,199,199,170,171,168,171,239,129,161
NM_001257403|VSIG4,0,0,0,0,0,0,0,0,0,0,0,0
NR_104121|TMEM185A,85,42,0,0,0,49,67,0,67,36,0,0
NM_001130997|FAM58A,254,186,367,259,373,31,378,322,378,128,272,208
NM_014481|APEX2,3244,2860,3857,2301,2105,1520,3379,2133,3379,1952,1978,2388
NM_177404|MAGEB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_033626|CCDC120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282535|PNMA3,0,0,0,0,0,0,0,0,0,0,0,0
NM_004013|DMD,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170781|FAM122C,117,126,136,81,98,38,134,67,134,77,105,73
NM_001177475|MOSPD2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011549|MAGEA4,0,0,0,0,0,0,0,0,0,0,0,0
NM_006044|HDAC6,2999,2604,3522,1756,2126,1222,3444,2088,3444,1982,2555,2417
NM_001142386|PDK3,6404,8176,4616,3985,4078,2025,7217,4974,7217,3947,3885,6719
NM_022148|CRLF2,18,0,3,4,0,0,2,0,2,0,0,0
NM_016954|TBX22,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166420|HDAC8,35,40,41,27,26,6,42,31,42,18,34,15
NM_033048|CPXCR1,0,0,0,0,0,0,0,0,0,0,0,0
NR_104392|TAF1,0,0,0,0,0,0,1,1,1,0,1,0
NM_206923|YY2,145,141,107,79,125,60,207,94,207,57,156,81
NM_001174092|TMEM185A,2,79,84,50,106,32,73,93,73,85,56,0
NM_194324|TMSB15B,330,130,156,101,130,51,273,156,273,116,67,181
NM_139058|ARX,0,0,6,2,0,0,0,0,0,0,0,4
NM_001042479|GEMIN8,665,837,1097,902,682,297,945,738,945,857,607,736
NM_001170751|SRPX,0,0,0,0,0,0,0,0,0,0,0,0
NM_014061|MAGEH1,795,710,1021,881,767,369,1079,813,1079,532,944,644
NM_001169125|AFF2,0,0,0,0,0,0,0,0,0,0,0,0
NM_032417|SPANXD,0,0,0,0,0,0,0,0,0,0,0,0
NM_080817|GPR82,200,46,112,32,125,47,152,82,152,36,29,15
NM_001145951|TIMM8A,35,59,61,26,45,32,57,39,57,24,38,57
NM_182506|MAGEB10,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099686|NXF2B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141920|XG,0,0,0,0,0,0,0,0,0,0,0,0
NM_014060|MCTS1,2121,3730,3807,2094,2983,1029,4316,2649,4316,1991,2931,2432
NM_001282621|PGRMC1,0,0,0,15,19,0,59,0,59,0,0,46
NM_021242|MID1IP1,886,3147,999,4991,4476,911,4333,3550,4333,3576,3302,1412
NR_024582|JPX,63,133,191,118,64,66,108,106,108,129,77,129
NR_110381|ZNF75D,6,16,3,0,0,0,1,1,1,9,6,0
NM_001006935|TCEAL4,1731,1756,1734,900,1329,627,1850,1245,1850,953,1218,1279
NM_001145252|CFP,0,0,0,629,276,86,702,178,702,0,65,302
NM_001114937|SH2D1A,0,0,77,0,0,0,26,0,26,0,11,0
